   Floor     Tower       F-x-x         F-x-y         F-x-t
                         (kN)          (kN)         (kN-m)
       X 向地震作用下结构主振型的周期 = 4.1831

       X 方向的有效质量系数:    97.62%

   ============================================================

    仅考虑 Y 向地震时的地震力
   Floor : 层号
   Tower : 塔号
   F-y-x : Y 方向的耦联地震力在 X 方向的分量
   F-y-y : Y 方向的耦联地震力在 Y 方向的分量
   F-y-t : Y 方向的耦联地震力的扭矩

   振型   1 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1          9.32          4.37          1.66
     53        1         13.56          6.34          2.43
     52        1         29.61         13.69         22.49
     51        1         44.18         21.17         44.40
     50        1         68.27         31.11         84.63
     49        1         63.58         29.11         80.61
     48        1         63.39         28.79         79.40
     47        1         61.11         27.81         78.99
     46        1         60.83         27.45         77.70
